X1_FCVC,X2_NCP,X3_CH2O,X4_FAF,X5_TUE
2.499626,3,1.125338,0.94522,1.022505
2.108638,3,1.014876,0.987521,0.047473
2.467548,3,2.66029,0.994422,0.310394
2.585942,3,2.302506,0.597863,0.111925
2.14961,3,2.133876,0.393452,0.345887
2.938616,3,2.06039,0.371508,1.333559
2.535154,2.915921,1.8924,0.693732,0.06741
2.611222,2.992083,1.796376,0.641954,0.20281
1.800122,3,2,1.689525,0.764452
1.482722,3,2,1.112504,0.690353
1.735664,3,2.041536,1.392406,0.39174
1.655684,3,2,0.976425,0.690082
2.598207,2.849347,2.006167,1.52001,0.295685
2.225149,3,2.357978,1.943743,0.682128
3,3,3,1.685369,0.264969
3,3,3,1.467863,0.343635
2.519592,3,2.229145,0.350717,1.140348
2.111887,3,2.357373,0.425621,1.416353
2.970983,3,2.828861,0.454944,1.915818
2.907542,3,2.284494,0.647632,1.668318
1.451337,3,2,1.384607,0.631217
1.537505,3,2,1.631912,0.631422
1.893428,3,2,1.917383,0.93648
2.007845,2.954446,1.968796,1.587406,0.838947
2.487781,3.755976,1,1.860765,0
2.541785,2.902639,1,1.668961,0
2.813775,2.372705,1,1.979355,0
2.562687,2.100918,1.458545,1.167856,0.412329
3,2.272801,1.560064,0.79677,0
2.922511,2.692889,1.809531,0.478595,0
3,2.280545,1.591597,0.932783,0
2.836055,2.675411,1.711666,0.93732,0
2.880759,1.487674,1.01378,1.00109,1.09838
3,1.02075,1,0.233056,1.707421
2.766441,1.240424,1.413218,0.165269,0.862587
2.997524,1.154318,1.238057,1.1293,1.665621
2.320201,3,2.164784,0,1.465479
2.181057,3,2.08554,0,1.439004
1.924632,3,2.006595,0.1768,0.511694
1.397468,3,2.01897,0.665439,0.062167
2.191429,3,2.102709,1.32534,0.380979
2.100177,3,2.099687,1.281165,0.247332
2.075321,3,2.144838,1.501754,0.276319
1.626369,3,2.109697,1.352973,0.076693
1.263216,3.219347,1.981782,0.482625,0
1.067909,3.656401,1.98459,0.054238,0
2.310751,3.220181,1.006643,1.15804,0
2.294259,2.850948,1.87029,0.917014,0
2.57649,2.187145,1.38107,1.928275,0.413663
2.679664,2.415522,1,1.987296,0
2.938687,2.138375,1.251715,1.181811,0.778375
2.654792,1.077331,1.345407,0.327418,0.386861
2.731368,3,1.486824,1.485978,1.150439
2.22259,3,1.591909,1.392026,0.917727
2.432355,3,1.336526,1.63812,0.090341
2.497548,3,1.362583,1.144076,0.173232
2.671238,3,2.145368,0.882709,0.593917
2.57691,3,2.080187,1.04268,0.376683
2.341999,3,2.299878,0.565242,0.921991
2.117121,3,2.193008,0.992829,1.556052
2.247037,3,2.718408,0.763595,0
2.244654,3,2.795752,0.839481,0
2.128574,3,2.531984,1.003294,0.026575
2.068834,3,2.543841,1.217993,0.038253
2.073224,3,2.024035,0.131371,0
2.145114,2.888193,2.038128,0.852344,0
2.997951,3,2.715856,0.739881,0.972054
2.911312,3,2.501808,0.94676,0.785701
2.159033,3,2.116399,1.331526,0.052942
2.175276,3,2.128176,1.306476,0.079334
2.21965,3,2.165408,1.315045,0.688985
2.203962,3,2.15687,1.289421,1.220767
1.947495,3,2.042073,0,0.618087
2.262292,3,2.115354,0,0.847587
2.219186,3,2.092326,0.545919,1.74288
2.314175,3,2.151809,0,1.578517
2.423291,3,2.902682,1.243567,0.555591
2.637202,3,2.966647,1.159598,0.758897
2.974006,3,2.565828,0.690269,1.339691
2.347942,3,2.730663,0.689371,0.188693
2.654076,2.574108,1.78471,1.170537,0
2.739,2.740492,1.824561,1.094839,0
2.591292,2.956422,2.31083,1.48524,0.281815
2.611847,2.749334,2.364849,1.141708,0.063005
2.766612,3,2.173417,1.089344,1.198439
2.777165,3,2.106861,0.925941,0.2916
2.232836,3,2.146398,0.886817,0.47787
2.571274,3,2.224164,1.018158,1.152899
2.49619,3,1.662117,0.992371,0.217632
2.151335,3,1.491169,0.883542,0.527766
2.01695,3,1.83412,0.797209,0.185499
2.927187,3,1.508796,0.902776,1.015467
1.412566,3,2.002495,1.592795,0.001867
1.289315,3,2.007348,1.376217,0.001518
1.624366,3,2.081719,1.538922,0.356868
1.528331,3,2.079353,1.522429,0.228598
2.037042,3,2.43699,1.016254,0.020044
2.191108,2.993856,2.444917,1.055854,0.145284
1.431346,3,2.098959,1.110868,0.196952
1.84199,3,2.503244,1.226019,0.078207
2.13683,2.993084,1.885926,0.615298,0
2.499388,2.989791,1.959777,0.6081,0.64676
2.230742,2.920373,1.831187,0.756277,0
2.240757,2.911568,1.895876,0.822186,0
2.996186,1.134042,1.270166,0.073065,1.551934
2.649406,1.120102,1.153286,0.216908,0.619012
2.525884,2.040582,1,1.67036,0.023959
2.736647,2.015675,1,1.977918,0.056351
2.684335,2.711238,2.732331,1.156024,0.442456
3,2.695396,2.628816,0.975384,0
2.425503,2.996834,2.017602,1.580263,0.531769
1.469384,2.996444,2.067741,1.082236,0.150544
2.906269,2.894142,2.435489,1.266739,0.36216
2.808027,2.683061,2.640483,1.280191,0
2.636719,2.806341,1.967591,1.525384,0.315595
2.996717,2.791366,2.626309,1.194898,0.034897
2.880483,1.703299,1.006378,1.076729,1.058007
2.885693,1.685134,1.011849,0.503105,1.217929
2.913452,2.269799,1,1.889937,0.378818
2.919526,2.142328,1.175714,0.958555,0.636289
2.724121,1.437959,1.590418,0.029603,1.122118
2.801992,1.343117,1.128942,0.233987,0.81998
2.748971,1.213431,1.448875,0.128548,1.239038
2.680375,1.089048,1.366238,0.181324,1.041677
3,3,1,0,1
3,3,2,2,1
3,3,3,0,0
3,3,1.152736,0.319156,1
3,3,1.115967,1.541072,1
3,3,2.704507,0,0.29499
3,3,2.184707,1.978631,0.838957
3,3,2.406541,0.10032,0.479221
3,3,2.984323,1.586525,0.62535
3,3,2.444125,0,0.26579
3,3,2.654702,0,0.555468
3,3,2.825629,1.399183,0.928972
3,3,1.023328,0.05093,1
3,3,1.197667,0,0.534769
3,3,2.838893,1.990317,0.735868
3,3,2.181811,1.995582,0.939665
3,3,2.774014,0,0.138418
3,3,1.031354,0,0.37465
3,3,1.66616,0.210351,0.73421
3,3,1.471664,0.143955,0.444532
3,3,1.347559,0.462951,0.31794
3,3,1.338241,1.92628,0.886135
3,3,2.679137,0,0.479348
3,3,2.578292,0,0.492394
3,3,1.302193,1.742453,0.94232
3,3,2.408442,0.194056,0.803141
3,3,1.705218,0.390937,0.998646
3,3,2.374958,0.750111,0.671458
3,3,2.869234,1.465931,0.627886
3,3,2.987406,0.38926,0.526776
3,3,2.737091,0,0.037078
3,3,2.623489,0,0.138563
3,3,2.612758,0.24629,0.802136
3,3,2.687378,0,0.410651
3,3,1.852692,1.46361,0.962336
3,3,2.86559,0.973864,0.58345
3,3,1.003563,0.008127,1
3,3,1.077253,0.162083,0.824607
3,3,2.714949,1.999773,0.813784
3,3,2.154949,1.999897,0.957463
3,3,2.893117,0,0.01931
3,3,2.70914,0,0.110518
3,3,1.570188,0.210351,0.881848
3,3,1.412049,0.143955,0.753077
3,3,1.15635,0.786828,0.366385
3,3,1.154698,1.71836,0.959218
3,3,2.691584,0,0.425473
3,3,2.709654,0,0.25115
3,3,1.485736,1.950374,0.869238
3,3,2.874336,1.624981,0.825609
3,3,2.641489,0.481555,0.735201
3,3,2.417122,0.952725,0.573958
3,3,2.900857,1.508897,0.625371
3,3,2.95311,1.445148,0.67321
3,3,2.617988,0,0.156187
3,3,2.55057,0,0.20482
3,3,2.653531,0.190061,0.692343
3,3,1.698767,0,0.54396
3,3,2.84837,1.206059,0.766668
3,3,2.835622,1.419473,0.816986
3,3,1.050564,0.026033,0.539074
3,3,1.068493,0.112122,1
3,3,2.613928,0,0.553093
3,3,1.239833,0.162279,0.619235
3,3,2.861533,1.70464,0.655571
3,3,2.832659,1.505775,0.923005
3,3,2.418488,1.99507,0.893514
3,3,2.304716,0.82666,0.914492
3,3,2.763005,0,0.101867
3,3,2.652616,0,0.250502
3,3,2.553198,0,0.393838
3,3,2.180566,0,0.519905
3,3,2.20979,0.114698,0.604422
3,3,1.444379,0.224482,0.912187
3,3,1.604075,0.029728,0.200122
3,3,1.528258,0.01586,0.436068
3,3,1.228838,0.792553,0.639561
3,3,1.615548,1.376534,0.926052
3,3,1.94595,1.493018,0.906611
3,3,1.709556,1.592494,0.925843
3,3,2.507461,0,0.368472
3,3,2.644135,0,0.357581
3,3,2.605685,0,0.199227
3,3,2.217348,0.001015,0.481031
3,3,1.657541,1.672639,0.629285
3,3,1.817899,1.577824,0.930836
3,3,2.509535,0.334264,0.668172
3,3,2.578038,0.165422,0.463196
3,3,2.501638,1.546179,0.66488
3,3,2.250711,0.64235,0.685129
3,3,2.36651,1.247505,0.723366
3,3,2.309409,1.68291,0.70558
3,3,2.436261,1.464674,0.87092
3,3,2.833566,1.413239,0.862724
3,3,2.724099,0.336795,0.153462
3,3,2.989389,0.36009,0.169016
3,3,2.55975,0,0.237307
3,3,2.635454,0,0.088309
3,3,2.625537,0,0.162494
3,3,2.884077,0,0.096576
3,3,1.919473,0.027101,0.546137
3,3,2.310076,0.07115,0.733085
3,3,2.686824,0,0.540812
3,3,1.6213,0.090917,0.438216
3,3,1.517215,1.486289,0.937492
3,3,1.796956,1.684582,0.887388
3,3,2.085553,1.271651,0.587932
3,3,2.837797,1.343875,0.803156
3,3,1.000544,0.001297,1
3,3,1.005864,0.02006,0.695838
3,3,2.319559,1.97073,0.768375
3,3,2.069257,1.986646,0.947091
3,3,2.956548,0,0.010056
3,3,2.777557,0,0.051858
3,3,1.295436,0.282063,0.929356
3,3,1.241378,0.259427,0.852362
3,3,1.313834,0.912334,0.707494
3,3,1.124366,0.877067,0.552006
3,3,2.673754,0,0.33929
3,3,2.70485,0,0.243338
3,3,1.607531,1.963379,0.858392
3,3,2.748909,1.989171,0.832515
3,3,2.351207,0.246831,0.91336
3,3,2.404049,0.427905,0.639894
3,3,2.923792,1.536555,0.62535
3,3,2.955075,1.46046,0.655558
3,3,2.554007,0,0.252635
3,3,2.511399,0,0.258472
3,3,2.653563,0,0.55415
3,3,2.588107,0,0.465607
3,3,2.32502,1.441791,0.918468
3,3,2.836791,1.46782,0.890527
3,3,1.019684,0.026033,1
3,3,1.032834,0.04525,0.922749
3,3,1.653049,0.139159,0.711331
3,3,1.204055,0.094851,0.603736
3,3,2.691591,1.168368,0.735372
3,3,2.531456,1.980738,0.835771
3,3,2.226081,1.881761,0.933964
3,3,2.164718,1.999631,0.941336
3,3,2.770732,0,0.125235
3,3,2.814517,0,0.101598
3,3,1.626467,0.010183,0.412806
3,3,1.48075,0.098043,0.663492
3,3,1.526416,0.180158,0.747909
3,3,1.482002,0.204108,0.657221
3,3,1.610472,0.029728,0.472343
3,3,1.530992,0.01586,0.445495
3,3,1.484938,0.74225,0.604692
3,3,1.91039,0.217455,0.77582
3,3,1.411365,1.564618,0.910683
3,3,2.41752,1.556155,0.873936
3,3,2.688229,0,0.451377
3,3,2.695094,0,0.413474
3,3,2.618198,0,0.380695
3,3,2.555189,0,0.462973
3,3,1.419136,1.700889,0.930888
3,3,1.422483,1.708971,0.673009
3,3,2.426094,0.294763,0.737226
3,3,2.495961,0.189831,0.652289
3,3,1.797041,1.427413,0.966181
3,3,1.768111,0.616503,0.968151
3,3,2.365188,1.256115,0.760091
3,3,2.299156,1.699056,0.729722
3,3,2.684819,1.46525,0.804491
3,3,2.84174,1.429256,0.775378
3,3,2.796894,0.382189,0.16779
3,3,2.987718,0.387074,0.283804
3,3,2.675567,0,0.081929
3,3,2.770125,0,0.088236
3,3,2.621877,0,0.153669
3,3,2.72005,0,0.127443
3,3,2.436097,0.129178,0.683736
3,3,2.535629,0.152713,0.7702
3,3,2.678779,0,0.508848
3,3,2.569713,0,0.396972
3,3,1.759352,1.469928,0.950438
3,3,1.837184,1.525165,0.926443
3,3,2.856795,1.046463,0.586163
3,3,2.846259,1.295759,0.723154
3,3,1.067716,0.030541,1
3,3,1.029241,0.075776,1
3,3,1.074412,0.006265,0.845633
3,3,1.030501,0.06582,0.991473
3,3,2.699675,1.520818,0.76399
3,3,2.830247,1.783138,0.789064
3,3,2.305521,1.956278,0.92376
3,3,2.155926,1.999836,0.94603
3,3,2.784303,0,0.127775
3,3,2.786417,0,0.079673
3,3,2.707201,0,0.167272
3,3,2.709428,0,0.228486
3,3,1.525127,0.220825,0.896105
3,3,1.554925,0.209586,0.823069
3,3,1.170515,0.264831,0.896842
3,3,1.436616,0.167086,0.764717
3,3,1.242832,0.530925,0.575969
3,3,1.54249,0.6277,0.450479
3,3,1.205548,1.723934,0.952352
3,3,1.301657,1.718543,0.947884
3,3,2.704315,0,0.322666
3,3,2.639816,0,0.452236
3,3,2.708927,0,0.278962
3,3,2.704827,0,0.269577
3,3,1.3954,1.931173,0.878258
3,3,2.611654,1.618512,0.868788
3,3,2.868167,1.48372,0.83509
3,3,2.247979,1.609938,0.849236
3,3,2.702789,1.606109,0.731213
3,3,1.663213,1.094035,0.786665
3,3,2.414739,1.917014,0.927982
3,3,2.351193,1.051889,0.686491
3,3,2.896088,1.612741,0.77319
3,3,2.862408,1.456933,0.742423
3,3,2.887659,1.480919,0.779641
3,3,2.893062,1.408177,0.807457
3,3,2.619517,0,0.140368
3,3,2.682804,0,0.15171
3,3,2.552388,0,0.196288
3,3,2.617401,0,0.200379
3,3,2.654636,0.069238,0.629578
3,3,2.569364,0.159255,0.419446
3,3,1.322004,0,0.539876
3,3,1.292479,0,0.541309
3,3,2.839069,1.231031,0.792496
3,3,2.843782,1.302507,0.773807
3,3,2.858389,1.444382,0.713823
3,3,2.864933,1.501647,0.786846
3,3,1.031701,0.03465,0.912345
3,3,1.000536,0.005939,0.566353
3,3,1.020313,0.108386,1
3,3,1.063422,0.051097,0.543118
3,3,2.45126,0.043689,0.670402
3,3,2.613504,0.067985,0.778632
3,3,1.042989,0.097114,0.42954
3,3,1.237557,0.083675,0.543761
3,3,2.83377,0.806422,0.672513
3,3,2.816052,1.571865,0.688058
3,3,2.682909,1.318743,0.900497
3,3,2.640539,1.879818,0.885993
3,3,2.472903,1.998047,0.840911
3,3,2.372058,1.324805,0.870795
3,3,2.387991,0.850715,0.656491
3,3,2.322003,0.886602,0.843283
3,3,2.737353,0,0.076094
3,3,2.739351,0,0.064769
3,3,2.632498,0,0.140792
3,3,2.632253,0,0.244205
3,3,2.57721,0,0.402075
3,3,2.419153,0.019404,0.597626
3,3,2.609052,0,0.54859
3,3,2.476002,0,0.546345
3,3,2.225139,0.035928,0.565315
3,3,2.556068,0.01682,0.58284
3,3,1.423073,0.197993,0.763359
3,3,1.299194,0.234303,0.946888
3,3,1.679489,0.017804,0.21523
3,3,1.49583,0.109327,0.384129
3,3,1.81786,0.011161,0.447224
3,3,1.967707,0.01437,0.434073
3,3,1.441289,1.425712,0.662277
3,3,1.144539,0.922014,0.899673
3,3,1.353167,1.093679,0.534553
3,3,1.409444,0.933595,0.840393
3,3,1.959287,1.433151,0.911335
3,3,1.931163,1.562213,0.926565
3,3,1.651462,1.655993,0.939982
3,3,1.683448,1.645532,0.858059
3,3,2.395387,0.000272,0.461532
3,3,2.523793,0,0.383953
3,3,2.638896,0,0.224559
3,3,2.666178,0,0.276907
3,3,2.495851,0,0.218645
3,3,2.609188,0,0.17403
3,3,2.471721,0.000096,0.433463
3,3,2.447306,0.000454,0.486558
3,3,1.674061,1.683497,0.780199
3,3,1.678791,1.68249,0.818871
3,3,1.777805,1.584716,0.927341
3,3,1.733306,1.773304,0.921136
3,3,2.435978,0.232742,0.692608
3,3,2.909675,0.360908,0.573887
3,3,2.75137,0.324913,0.516764
3,3,2.887909,0.312923,0.210997
3,3,2.411582,0.985287,0.675076
3,3,2.38639,1.544632,0.900067
3,3,2.232601,0.554323,0.836151
3,3,1.755907,1.48809,0.857718
3,3,2.336349,1.4164,0.711724
3,3,2.562002,1.976427,0.740331
3,3,2.305574,1.734424,0.863043
3,3,2.319912,1.582675,0.680746
3,3,2.70196,1.465909,0.813235
3,3,2.474518,1.560261,0.662489
3,3,2.748569,1.427037,0.902825
3,3,2.827773,1.412357,0.901071
3,3,2.632224,0.300964,0.26956
3,3,2.868679,0.115369,0.028583
3,3,2.930137,0.043101,0.138629
3,3,2.961899,0.259424,0.080128
3,3,2.550672,0,0.224655
3,3,2.584305,0,0.232108
3,3,2.621976,0,0.123861
3,3,2.722276,0,0.091711
3,3,2.634342,0,0.178301
3,3,2.61939,0,0.171034
3,3,2.78678,0,0.09776
3,3,2.768141,0,0.094213
3,3,1.71659,0.001272,0.545993
3,3,2.094901,0.07089,0.599441
3,3,2.347322,0.008013,0.503896
3,3,2.331123,0.063383,0.561661
3,3,1.757105,0.085119,0.465444
3,3,2.506631,0.025787,0.484165
3,3,2.48707,0.067329,0.455823
3,3,2.320068,0.045246,0.413106
3,3,1.650612,1.537639,0.912457
3,3,1.610768,1.510398,0.931455
3,3,1.796267,1.728332,0.897924
3,3,1.728139,1.676269,0.906247
3,3,2.00513,1.34139,0.59927
3,3,2.054193,1.414209,0.646288
3,3,2.852339,1.139107,0.586035
3,3,2.863513,1.026452,0.714137
